6425.0,2023.01.05. 오전 9:12,세계,뉴스1 | 네이버,만년설의 나라에서 인공눈 스키장이라니,"스위스 레이신 알프스 산맥에서는 기후변화로 인해 스키어들이 스키를 타기 위해 인공눈이 조성됐습니다. 스키장 내부에서는 평년보다 높은 기온으로 인해 적설량 부족으로 바닥이 드러난 지역도 있습니다. 현지 시민들은 이러한 자연재해가 계속되면 스키장이 전면 폐쇄될 수 있다는 걱정을 하고 있습니다. 이는 관광업체와 시민 경제활동에 큰 타격을 주기 때문입니다. 이러한 상황은 지구온난화로 인한 현상이라는 전문가들의 경고에도 불구하고, 많은 인류가 지구를 대하는 태도를 바꾸지 않고 있음을 상기시키는 계기가 되어야 합니다.",https://n.news.naver.com/mnews/article/421/0006559499?sid=104
9000.0,2023.01.07. 오전 11:46,세계,연합뉴스 | 네이버,BMW i 비전 디Dee 콘셉트카,"미국 네바다주 라스베이거스 컨벤션센터에서 진행 중인 세계 최대 가전·IT 정보기술 박람회 CES 2023에서 BMW의 미래형 중형 세단인 BMW i 비전 디 Dee 콘셉트카가 전시되었습니다. 이 차량은 시시각각 색이 바뀌며 눈길을 끌고 있습니다.  BMW 전시관에서는 기존의 차량에 더해 최신 차량 기술들이 적용된 차량들이 소개되고 있습니다. 이번 전시회에 참여하면서 BMW는 미래형 자동차 기술 발전에 대한 자신감을 보여주고 있습니다. 새로운 차량 기술들이 이제는 현실로 다가오고 있다는 것을 증명하고 있습니다.  BMW의 이번 컨셉 차량, BMW i 비전 디 Dee는 기술적인 발전과 친환경적인 모습을 동시에 지니고 있습니다. 차량이 적용된 기술은 사용자에게 더 나은 운전 경험과 편의성을 제공할 것으로 예상됩니다.  세계 최대 하이테크 전시회인 CES에서 새로운 가전제품과 기술들이 발표되고 있는 가운데, BMW의 차량 쇼케이스가 눈길을 끌고 있습니다. 이번 전시회는 기존의 기술들의 한계를 뛰어넘으며 차량 산업에 혁신적인 변화를 가져올 것으로 기대됩니다.",https://n.news.naver.com/mnews/article/001/0013687017?sid=104
8342.0,2023.01.06. 오전 5:29,세계,연합뉴스TV | 네이버,푸틴 러군에 36시간 휴전 명령…우크라 측 위선,"러시아 대통령 블라디미르 푸틴은 6일부터 7일까지 36시간 동안, 우크라이나 전쟁에 참전 중인 자국 군인들에게 휴전 명령을 내렸다고 로이터 통신 등이 보도하였습니다. 기존 우크라이나 대통령과 관계에서 긴장감이 높아졌던 가운데, 러시아 정교회의 키릴 총대주교의 호소를 고려해 해당 명령이 내려졌다고 크렘린궁은 성명을 통해 밝혔습니다. 이전에 정교회 교인들이 가톨릭 성탄절보다 늦은 정교회 성탄절에 교인들이 예배에 참석할 수 있게 해달라고 요청했던 상황에서, 푸틴 대통령은 휴전 체제 도입을 지시한 것으로 전해졌습니다. 그러나 미하일로 포돌랴크 우크라이나 대통령 보좌관은 이에 대해 반발하며, 위선적인 행위라고 주장했습니다. 이번 일로 인해 러시아와 우크라이나 간의 긴장감은 더욱 높아질 전망입니다. 한편, 이번 휴전 명령이 우크라이나의 반응이 어떻게 될 지, 국제사회의 반응은 어떻게 나타날 지가 주목됩니다.",https://n.news.naver.com/mnews/article/422/0000578024?sid=104
8273.0,2023.01.06. 오전 6:32,세계,연합뉴스 | 네이버,90도로 꺾여 이동하는 바퀴,"미국 네바다주 라스베이거스에서 진행중인 세계 최대 가전·IT 정보기술 박람회 CES 2023에서 현대모비스가 첫 날 미디어 쇼케이스를 열었습니다. 이번 전시에서는 목적 기반 모빌리티 PBV 콘셉트 M.VISON TO의 e 코너 모듈이 선보였는데, 차체 방향과 90도 꺾여 움직이는 모습을 선보였습니다. 이번 쇼케이스는 상무인 천재승 R D 부문장이 직접 참여하여 관람자들의 이목을 집중시켰습니다.",https://n.news.naver.com/mnews/article/001/0013684808?sid=104
11484.0,2023.01.09. 오전 7:36,세계,MBC | 네이버,이 시각 세계 태국 공주 의식 불명 원인은 마이코플라스마 감염,"태국 왕실이 발표한 바에 따르면, 검사 프린세스로 불리며 국민들에게 사랑받던 태국 마하 와치랄롱꼰 국왕의 장녀인 공주가 마이코플라스마에 감염된 것으로 확인됐다. 이로 인해 심장 염증과 부정맥이 발생하여 한 달 째 의식불명 상태에 빠져 있다고 한다. 마이코플라스마는 바이러스와 세균 사이에 위치한 미생물로, 주로 폐렴과 관절염 등을 일으키는 것으로 알려져 있다. 태국 국민들은 공주를 친근하면서도 소탈한 이미지를 떠올리며 깊은 애도와 함께 선을 보내고 있다. MBC 뉴스는 늘 여러분의 제보를 기다리고 있으니, 많은 관심과 참여를 부탁드린다.",https://n.news.naver.com/mnews/article/214/0001246554?sid=104
13097.0,2023.01.10. 오전 6:01,세계,연합뉴스 | 네이버,다시 찾은 이곳,"우크라이나 키이우 외곽 도시 부차에서 민간인 희생자의 가족들이 8일 현지시간 한 공동묘지에서 고인들을 추모했습니다. 이들은 자신들의 가족들이 이 지역에서 당시 전쟁 상황에서 죽었으며, 이들의 명복을 빌며 슬픔을 나누었습니다. 하루빨리 평화가 찾아오길 바라며 이들의 아픔과 상실에 공감하고 있습니다.",https://n.news.naver.com/mnews/article/001/0013690789?sid=104
5189.0,2023.01.04. 오전 5:01,세계,연합뉴스 | 네이버,CES 개막 이틀 앞으로,"세계에서 가장 큰 가전 및 정보기술 박람회인 CES 2023이 이틀 앞으로 다가왔습니다. 현지시간으로 3일, 미국 네바다 주 라스베이거스 컨벤션센터 LVCC에서 중앙홀에서 업체 관계자들과 이벤트 참가자들이 모여 참가하고 있습니다.",https://n.news.naver.com/mnews/article/001/0013680004?sid=104
5986.0,2023.01.05. 오후 12:30,세계,연합뉴스 | 네이버,삼성 녹스 매트릭스 보안 플랫폼 소개,"세계 최대 가전 및 IT 정보기술 박람회 CES 2023 미디어 데이 이틀째인 4일 현지시간 미국 네바다주 라스베이거스 만달레이 베이 컨벤션센터에서 열린 삼성전자 프레스 컨퍼런스에서 삼성전자 MX사업부 백신철 프로가 녹스 매트릭스 보안 플랫폼을 소개했습니다. 녹스 매트릭스는 인공지능 기반의 보안 솔루션으로 사용자의 행동 패턴을 탐지하여 유출이나 불법적인 침입을 방지하는 기능을 갖추고 있습니다. 이 플랫폼은 삼성전자 제품에 적용되어 더욱 안정적인 보안을 제공하며 기업 및 개인 사용자 모두에게 유용합니다. 백신철 프로는 ""삼성전자는 기존 제품에서 사용자의 편의성과 보안성을 공존시키는 데 많은 노력을 기울이고 있으며, 녹스 매트릭스는 이 방향에서 발전된 새로운 기술입니다""며 ""녹스 매트릭스는 현재 IT 산업에서 가장 중요한 문제 중 하나인 보안 문제를 해결하는 기술로, 삼성전자는 전 세계 사용자들에게 최상의 보안 솔루션을 제공하고자 끊임없이 노력할 것입니다.""라고 말했습니다. 삼성전자의 녹스 매트릭스 보안 플랫폼은 사용자의 정보를 보호하기 위한 끊임없는 연구와 개발을 통해 제공되고 있으며, 전 세계적으로 인정받은 기술 중 하나입니다. 기업 및 개인 사용자들은 삼성전자 제품의 높은 보안성과 함께 안정적인 사용 환경을 누릴 수 있습니다.",https://n.news.naver.com/mnews/article/001/0013683501?sid=104
223.0,2023.01.01. 오후 5:17,세계,뉴스1 | 네이버,호날두 유니폼 사려 줄 선 사우디 축구 팬들,"사우디 리야드 알 나스르 FC의 공식 매장에서는 크리스티아누 호날두 37의 유니폼 구매를 위해 축구 팬들이 긴 줄을 서고 있다. 31일 현지시간 알 나스르 FC 매장에서 이들 팬들은 호날두의 입단 소식을 기념하기 위해 유니폼을 구매하는 모습을 보였다. 이번 호날두의 입단은 이 지역 축구 팬들의 큰 기대 속에 이루어졌으며, 이를 기념하기 위한 유니폼 구매 열기는 여전히 계속되고 있다.",https://n.news.naver.com/mnews/article/421/0006552381?sid=104
7446.0,2023.01.06. 오후 2:30,세계,연합뉴스 | 네이버,소니혼다모빌리티 아필라 높은 관심,"미국 네바다주 라스베이거스에서 세계 최대 가전·IT 정보기술 박람회인 CES 2023이 개막해 관람객들의 관심을 모으고 있다. 이번 박람회에서는 소니 전시관에서 소니혼다모빌리티의 새 전기차 브랜드명 아필라 AFEELA를 시승하고 관람할 수 있다. 아필라는 차량의 속도와 반응성, 에너지 효율, 안전성 등 혁신적인 기술을 적용한 차량으로, 전기차 시장에서 큰 사안을 예고하고 있다. 이번 박람회에서는 아필라뿐 아니라 다양한 카테고리의 미래 지향적인 기술들이 선보여지고 있어, 관람객들의 눈길을 끌고 있다. CES 2023은 코로나19 상황이나 미국 정치적 혼란 등으로 인해 온라인으로 개최되었던 작년과는 달리, 이번에는 온라인과 오프라인 형태로 개최되고 있어 더욱 다양한 참가 기업과 기술들을 직접 확인해볼 수 있는 기회를 제공하고 있다. 앞으로의 빠르게 발전하는 IT 및 가전산업의 동향을 살펴보기 위해서는 이번 CES 2023을 눈여겨 볼 필요가 있겠다.",https://n.news.naver.com/mnews/article/001/0013686018?sid=104
